_idx,department,job_level,location,hire_date,tenure_months,performance_rating,salary_band_min,salary_band_mid,salary_band_max,market_benchmark_salary,base_salary,months_since_last_raise,last_merit_increase_pct,_dept_churn,_level_churn,attrition_flag,exit_date,hris_id,payroll_id,bench_id,tax_ref
141,Data & Analytics,L1 - Junior,Lisbon,2024-07-03,18,5,37806.0,46105.0,54404.0,44077.0,39711.0,18,3.91,-0.15,0.2,1,2025-10-16,DF-100141,500141,EMP_00141,DE93000987
142,Product,L3 - Senior,London,2022-12-04,37,4,97708.0,119156.0,140605.0,109452.0,111532.0,4,4.25,-0.1,-0.05,0,,DF-100142,500142,EMP_00142,DE93000994
143,Finance,L2 - Mid,London,2025-10-02,3,4,60667.0,73984.0,87301.0,79312.0,74203.0,3,3.89,-0.2,0.05,1,2025-12-16,DF-100143,500143,EMP_00143,DE93001001
144,Engineering,L2 - Mid,Remote-DE,2024-02-02,23,4,61899.0,75487.0,89074.0,70282.0,82660.0,5,3.85,-0.15,0.05,0,,DF-100144,500144,EMP_00144,DE93001008
145,Operations,L2 - Mid,Berlin,2023-05-05,32,3,47962.0,58490.0,69018.0,54119.0,67792.0,21,0.54,0.0,0.05,0,,DF-100145,500145,EMP_00145,DE93001015
146,Customer Success,L2 - Mid,London,2023-10-04,27,3,58869.0,71791.0,84713.0,73239.0,69014.0,14,2.84,0.45,0.05,1,2025-06-09,DF-100146,500146,EMP_00146,DE93001022
147,Data & Analytics,L4 - Lead,Hamburg,2021-05-05,56,4,106724.0,130151.0,153578.0,130575.0,137726.0,15,6.46,-0.15,-0.1,0,,DF-100147,500147,EMP_00147,DE93001029
148,Data & Analytics,L1 - Junior,Lisbon,2023-04-04,33,3,37156.0,45312.0,53468.0,45775.0,41517.0,20,0.27,-0.15,0.2,0,,DF-100148,500148,EMP_00148,DE93001036
149,People/HR,L2 - Mid,Remote-DE,2025-05-03,8,3,48280.0,58878.0,69476.0,61550.0,48280.0,7,6.54,-0.2,0.05,1,2025-10-26,DF-100149,500149,EMP_00149,DE93001043
150,Finance,L5 - Manager,Hamburg,2025-06-03,7,5,107743.0,131394.0,155045.0,129220.0,126287.0,0,5.7,-0.2,-0.15,0,,DF-100150,500150,EMP_00150,DE93001050
151,Operations,L2 - Mid,Remote-DE,2022-10-04,39,3,48441.0,59075.0,69708.0,56196.0,66169.0,15,2.8,0.0,0.05,0,,DF-100151,500151,EMP_00151,DE93001057
152,Operations,L4 - Lead,Hamburg,2022-06-04,43,4,82280.0,100342.0,118403.0,107285.0,84006.0,12,1.2,0.0,-0.1,0,,DF-100152,500152,EMP_00152,DE93001064
153,Support,L2 - Mid,Munich,2023-07-04,30,4,46043.0,56150.0,66257.0,57124.0,53103.0,10,1.05,0.7,0.05,1,2025-12-05,DF-100153,500153,EMP_00153,DE93001071
154,Marketing,L4 - Lead,Munich,2025-07-03,6,4,92362.0,112637.0,132911.0,131359.0,107348.0,0,3.21,0.1,-0.1,0,,DF-100154,500154,EMP_00154,DE93001078
155,Marketing,L2 - Mid,Berlin,2023-08-04,29,2,49929.0,60889.0,71849.0,65257.0,62483.0,0,5.48,0.1,0.05,0,,DF-100155,500155,EMP_00155,DE93001085
156,Operations,L5 - Manager,Lisbon,2020-07-05,66,2,77839.0,94926.0,112013.0,86033.0,100727.0,10,8.05,0.0,-0.15,0,,DF-100156,500156,EMP_00156,DE93001092
157,Product,L4 - Lead,Remote-DE,2023-05-05,32,3,105955.0,129213.0,152471.0,128391.0,129702.0,5,3.17,-0.1,-0.1,0,,DF-100157,500157,EMP_00157,DE93001099
158,Customer Success,L1 - Junior,London,2022-02-03,47,2,43097.0,52557.0,62017.0,57992.0,50498.0,18,2.65,0.45,0.2,0,,DF-100158,500158,EMP_00158,DE93001106
159,Marketing,L2 - Mid,Munich,2024-04-03,21,4,53148.0,64815.0,76482.0,61837.0,60771.0,17,7.62,0.1,0.05,0,,DF-100159,500159,EMP_00159,DE93001113
160,Support,L1 - Junior,Remote-DE,2024-12-02,13,3,29758.0,36291.0,42823.0,33605.0,33986.0,5,5.88,0.7,0.2,0,,DF-100160,500160,EMP_00160,DE93001120
161,Marketing,L1 - Junior,London,2018-02-04,95,3,42613.0,51967.0,61321.0,47255.0,52344.0,15,1.51,0.1,0.2,0,,DF-100161,500161,EMP_00161,DE93001127
162,Support,L3 - Senior,Munich,2021-08-04,53,3,60730.0,74061.0,87392.0,68963.0,60730.0,20,0.41,0.7,-0.05,1,2025-01-04,DF-100162,500162,EMP_00162,DE93001134
163,Data & Analytics,L1 - Junior,Munich,2023-11-03,26,3,49034.0,59798.0,70561.0,52045.0,57985.0,13,3.07,-0.15,0.2,0,,DF-100163,500163,EMP_00163,DE93001141
164,Support,L2 - Mid,Remote-DE,2022-03-05,46,5,41224.0,50273.0,59322.0,43513.0,50741.0,14,6.12,0.7,0.05,0,,DF-100164,500164,EMP_00164,DE93001148
165,Data & Analytics,L2 - Mid,Hamburg,2020-11-04,62,5,64079.0,78145.0,92211.0,81779.0,74505.0,12,0.0,-0.15,0.05,0,,DF-100165,500165,EMP_00165,DE93001155
166,Data & Analytics,L2 - Mid,London,2024-09-02,16,3,74431.0,90769.0,107107.0,100673.0,98642.0,18,4.31,-0.15,0.05,0,,DF-100166,500166,EMP_00166,DE93001162
167,Customer Success,L2 - Mid,Berlin,2024-10-02,15,4,50607.0,61716.0,72825.0,68102.0,60106.0,14,5.96,0.45,0.05,1,2025-12-16,DF-100167,500167,EMP_00167,DE93001169
168,Customer Success,L1 - Junior,London,2024-05-03,20,2,42039.0,51267.0,60495.0,53641.0,49280.0,12,5.54,0.45,0.2,1,2025-05-05,DF-100168,500168,EMP_00168,DE93001176
169,Support,L1 - Junior,London,2024-12-02,13,1,36496.0,44507.0,52519.0,46550.0,38240.0,19,1.91,0.7,0.2,1,2025-08-12,DF-100169,500169,EMP_00169,DE93001183
170,Product,L5 - Manager,Berlin,2024-05-03,20,3,125952.0,153600.0,181248.0,147560.0,167100.0,7,0.54,-0.1,-0.15,0,,DF-100170,500170,EMP_00170,DE93001190
171,Customer Success,L2 - Mid,Hamburg,2023-01-03,36,4,52159.0,63609.0,75059.0,61575.0,72727.0,15,2.07,0.45,0.05,0,,DF-100171,500171,EMP_00171,DE93001197
172,Finance,L3 - Senior,Munich,2023-10-04,27,3,74581.0,90953.0,107324.0,77226.0,80529.0,4,5.11,-0.2,-0.05,0,,DF-100172,500172,EMP_00172,DE93001204
173,Finance,L5 - Manager,Munich,2025-01-02,12,5,113280.0,138146.0,163012.0,144133.0,136335.0,12,3.26,-0.2,-0.15,0,,DF-100173,500173,EMP_00173,DE93001211
174,Operations,L2 - Mid,Munich,2024-05-03,20,2,48160.0,58731.0,69303.0,46202.0,65778.0,12,1.27,0.0,0.05,0,,DF-100174,500174,EMP_00174,DE93001218
175,Marketing,L4 - Lead,Berlin,2024-11-02,14,3,85409.0,104157.0,122905.0,99906.0,91638.0,18,0.76,0.1,-0.1,1,2025-07-11,DF-100175,500175,EMP_00175,DE93001225
176,Operations,L3 - Senior,Munich,2024-06-03,19,4,70379.0,85828.0,101277.0,78847.0,85540.0,6,4.39,0.0,-0.05,0,,DF-100176,500176,EMP_00176,DE93001232
177,Operations,L1 - Junior,Munich,2016-11-05,110,4,36636.0,44678.0,52720.0,41953.0,40583.0,15,0.65,0.0,0.2,0,,DF-100177,500177,EMP_00177,DE93001239
178,Customer Success,L4 - Lead,Berlin,2022-12-04,37,4,83446.0,101764.0,120081.0,97589.0,98826.0,12,3.73,0.45,-0.1,0,,DF-100178,500178,EMP_00178,DE93001246
179,Engineering,L2 - Mid,Munich,2023-11-03,26,4,70421.0,85879.0,101337.0,84462.0,92775.0,24,0.61,-0.15,0.05,0,,DF-100179,500179,EMP_00179,DE93001253
180,Engineering,L1 - Junior,Hamburg,2023-03-05,34,3,49681.0,60586.0,71492.0,58210.0,61628.0,9,3.62,-0.15,0.2,0,,DF-100180,500180,EMP_00180,DE93001260
181,Sales,L2 - Mid,Munich,2020-10-04,63,4,62997.0,76826.0,90654.0,78072.0,81049.0,16,4.81,0.55,0.05,0,,DF-100181,500181,EMP_00181,DE93001267
182,Operations,L6 - Director,Munich,2023-06-04,31,3,126156.0,153848.0,181541.0,156561.0,160579.0,21,2.18,0.0,-0.2,0,,DF-100182,500182,EMP_00182,DE93001274
183,Operations,L2 - Mid,Munich,2021-11-03,50,3,51306.0,62569.0,73831.0,59677.0,62392.0,14,2.62,0.0,0.05,0,,DF-100183,500183,EMP_00183,DE93001281
184,Customer Success,L4 - Lead,Berlin,2024-02-02,23,1,86469.0,105451.0,124432.0,106967.0,86469.0,11,5.52,0.45,-0.1,1,2025-11-08,DF-100184,500184,EMP_00184,DE93001288
185,Sales,L1 - Junior,Remote-DE,2020-12-04,61,3,42393.0,51698.0,61004.0,52764.0,46520.0,25,1.07,0.55,0.2,1,2024-09-16,DF-100185,500185,EMP_00185,DE93001295
186,People/HR,L2 - Mid,Munich,2025-02-01,11,4,52387.0,63886.0,75386.0,67316.0,56655.0,28,1.97,-0.2,0.05,1,2025-09-26,DF-100186,500186,EMP_00186,DE93001302
187,Operations,L3 - Senior,Remote-DE,2022-09-03,40,4,60983.0,74370.0,87757.0,83337.0,63523.0,12,3.85,0.0,-0.05,1,2024-09-19,DF-100187,500187,EMP_00187,DE93001309
188,Engineering,L5 - Manager,Hamburg,2023-10-04,27,3,132338.0,161388.0,190438.0,139045.0,138500.0,10,1.63,-0.15,-0.15,0,,DF-100188,500188,EMP_00188,DE93001316
189,Sales,L2 - Mid,Hamburg,2022-12-04,37,3,60017.0,73191.0,86366.0,67281.0,76047.0,18,4.01,0.55,0.05,0,,DF-100189,500189,EMP_00189,DE93001323
190,Sales,L3 - Senior,London,2023-02-02,35,2,92431.0,112721.0,133011.0,119182.0,114220.0,19,1.04,0.55,-0.05,0,,DF-100190,500190,EMP_00190,DE93001330
191,Operations,L3 - Senior,Munich,2024-03-04,22,3,67218.0,81973.0,96728.0,80368.0,88351.0,7,2.6,0.0,-0.05,0,,DF-100191,500191,EMP_00191,DE93001337
192,Sales,L1 - Junior,Berlin,2023-02-02,35,3,42599.0,51950.0,61300.0,51007.0,54512.0,15,5.75,0.55,0.2,0,,DF-100192,500192,EMP_00192,DE93001344
193,Customer Success,L2 - Mid,Hamburg,2024-03-04,22,5,51385.0,62665.0,73945.0,72344.0,63885.0,20,1.76,0.45,0.05,1,2025-05-12,DF-100193,500193,EMP_00193,DE93001351
194,Finance,L5 - Manager,London,2022-07-05,42,2,121728.0,148449.0,175170.0,157243.0,152174.0,13,3.54,-0.2,-0.15,1,2025-01-06,DF-100194,500194,EMP_00194,DE93001358
195,Support,L3 - Senior,Munich,2023-01-03,36,5,59472.0,72526.0,85581.0,70676.0,79373.0,18,2.51,0.7,-0.05,1,2025-12-01,DF-100195,500195,EMP_00195,DE93001365
196,People/HR,L1 - Junior,Hamburg,2024-03-04,22,5,35625.0,43445.0,51265.0,41183.0,46412.0,21,2.19,-0.2,0.2,0,,DF-100196,500196,EMP_00196,DE93001372
197,Engineering,L1 - Junior,Lisbon,2024-12-02,13,3,39748.0,48473.0,57199.0,45586.0,45463.0,5,4.87,-0.15,0.2,0,,DF-100197,500197,EMP_00197,DE93001379
198,Marketing,L1 - Junior,Munich,2025-07-03,6,3,38968.0,47522.0,56076.0,48302.0,57683.0,5,3.26,0.1,0.2,0,,DF-100198,500198,EMP_00198,DE93001386
199,Customer Success,L2 - Mid,Munich,2025-08-02,5,3,52906.0,64519.0,76133.0,65301.0,64759.0,5,3.77,0.45,0.05,0,,DF-100199,500199,EMP_00199,DE93001393
200,Customer Success,L3 - Senior,Hamburg,2024-02-02,23,4,69381.0,84611.0,99841.0,82868.0,93830.0,17,3.33,0.45,-0.05,0,,DF-100200,500200,EMP_00200,DE93001400
201,Operations,L2 - Mid,Munich,2023-06-04,31,4,50257.0,61289.0,72321.0,61338.0,61375.0,5,4.39,0.0,0.05,0,,DF-100201,500201,EMP_00201,DE93001407
202,Marketing,L4 - Lead,Lisbon,2015-12-07,121,3,71879.0,87657.0,103435.0,91211.0,88990.0,16,2.04,0.1,-0.1,0,,DF-100202,500202,EMP_00202,DE93001414
203,Marketing,L1 - Junior,Munich,2023-11-03,26,3,39231.0,47843.0,56454.0,44820.0,47408.0,9,1.41,0.1,0.2,0,,DF-100203,500203,EMP_00203,DE93001421
204,Sales,L1 - Junior,Remote-DE,2024-11-02,14,3,40945.0,49933.0,58921.0,54008.0,49658.0,18,0.0,0.55,0.2,0,,DF-100204,500204,EMP_00204,DE93001428
205,Sales,L2 - Mid,Berlin,2024-08-03,17,3,59607.0,72691.0,85776.0,60595.0,76728.0,12,5.16,0.55,0.05,0,,DF-100205,500205,EMP_00205,DE93001435
206,Product,L3 - Senior,Berlin,2021-10-04,51,3,84087.0,102545.0,121003.0,94718.0,106849.0,14,0.0,-0.1,-0.05,0,,DF-100206,500206,EMP_00206,DE93001442
207,Data & Analytics,L2 - Mid,Berlin,2022-09-03,40,3,64131.0,78208.0,92285.0,84257.0,78313.0,16,5.59,-0.15,0.05,0,,DF-100207,500207,EMP_00207,DE93001449
208,Support,L1 - Junior,Munich,2020-02-04,71,2,33817.0,41240.0,48664.0,40009.0,46240.0,29,1.08,0.7,0.2,0,,DF-100208,500208,EMP_00208,DE93001456
209,Engineering,L1 - Junior,Lisbon,2024-03-04,22,2,38115.0,46482.0,54848.0,47683.0,44445.0,14,6.78,-0.15,0.2,0,,DF-100209,500209,EMP_00209,DE93001463
210,Finance,L1 - Junior,Berlin,2023-11-03,26,3,38616.0,47093.0,55569.0,48300.0,49448.0,27,1.46,-0.2,0.2,0,,DF-100210,500210,EMP_00210,DE93001470
211,Sales,L2 - Mid,Hamburg,2019-01-05,84,3,56694.0,69139.0,81584.0,58398.0,72740.0,19,0.96,0.55,0.05,0,,DF-100211,500211,EMP_00211,DE93001477
212,Product,L1 - Junior,Munich,2020-07-05,66,3,49678.0,60582.0,71487.0,64121.0,73668.0,22,1.53,-0.1,0.2,0,,DF-100212,500212,EMP_00212,DE93001484
213,Engineering,L3 - Senior,Lisbon,2021-06-04,55,5,73703.0,89882.0,106061.0,99332.0,83614.0,17,4.13,-0.15,-0.05,0,,DF-100213,500213,EMP_00213,DE93001491
214,Finance,L1 - Junior,Remote-DE,2018-09-05,88,3,38030.0,46379.0,54727.0,51480.0,52032.0,11,5.16,-0.2,0.2,0,,DF-100214,500214,EMP_00214,DE93001498
215,Engineering,L1 - Junior,Berlin,2023-09-03,28,4,47364.0,57761.0,68158.0,53311.0,62355.0,23,1.4,-0.15,0.2,0,,DF-100215,500215,EMP_00215,DE93001505
216,Engineering,L3 - Senior,Remote-DE,2025-05-03,8,4,86442.0,105417.0,124392.0,111249.0,102508.0,12,2.97,-0.15,-0.05,1,2025-10-05,DF-100216,500216,EMP_00216,DE93001512
217,Support,L2 - Mid,London,2022-08-04,41,3,47838.0,58339.0,68840.0,51560.0,62490.0,7,3.32,0.7,0.05,0,,DF-100217,500217,EMP_00217,DE93001519
218,Support,L3 - Senior,Remote-DE,2024-09-02,16,4,56505.0,68909.0,81313.0,65544.0,70862.0,15,3.49,0.7,-0.05,0,,DF-100218,500218,EMP_00218,DE93001526
219,Support,L1 - Junior,Remote-DE,2019-06-06,79,4,29199.0,35609.0,42018.0,38375.0,30435.0,10,5.43,0.7,0.2,1,2025-04-25,DF-100219,500219,EMP_00219,DE93001533
220,Marketing,L2 - Mid,Hamburg,2023-04-04,33,4,50966.0,62154.0,73341.0,67086.0,62786.0,4,6.26,0.1,0.05,0,,DF-100220,500220,EMP_00220,DE93001540
221,Sales,L3 - Senior,London,2023-07-04,30,3,89488.0,109131.0,128775.0,116736.0,112172.0,17,2.26,0.55,-0.05,0,,DF-100221,500221,EMP_00221,DE93001547
222,Finance,L2 - Mid,Munich,2024-03-04,22,3,56305.0,68665.0,81025.0,72602.0,73987.0,17,2.54,-0.2,0.05,0,,DF-100222,500222,EMP_00222,DE93001554
223,Support,L2 - Mid,Berlin,2025-03-03,10,3,40867.0,49837.0,58808.0,45444.0,40867.0,2,2.79,0.7,0.05,0,,DF-100223,500223,EMP_00223,DE93001561
224,Product,L2 - Mid,Hamburg,2022-07-05,42,4,64965.0,79226.0,93486.0,76823.0,75544.0,8,4.27,-0.1,0.05,0,,DF-100224,500224,EMP_00224,DE93001568
225,Support,L3 - Senior,Munich,2023-05-05,32,3,62817.0,76606.0,90395.0,77772.0,69801.0,13,4.41,0.7,-0.05,0,,DF-100225,500225,EMP_00225,DE93001575
226,Sales,L1 - Junior,Berlin,2021-05-05,56,4,42428.0,51742.0,61055.0,49200.0,55994.0,20,3.45,0.55,0.2,0,,DF-100226,500226,EMP_00226,DE93001582
227,Operations,L2 - Mid,Remote-DE,2022-03-05,46,3,47277.0,57655.0,68033.0,61726.0,59101.0,19,2.9,0.0,0.05,0,,DF-100227,500227,EMP_00227,DE93001589
228,Support,L2 - Mid,Munich,2023-01-03,36,3,47013.0,57332.0,67652.0,60563.0,58582.0,14,7.07,0.7,0.05,0,,DF-100228,500228,EMP_00228,DE93001596
229,Support,L3 - Senior,Lisbon,2021-08-04,53,3,47135.0,57481.0,67828.0,65098.0,47135.0,11,6.36,0.7,-0.05,1,2024-09-27,DF-100229,500229,EMP_00229,DE93001603
230,Customer Success,L2 - Mid,London,2024-09-02,16,5,59298.0,72315.0,85332.0,77608.0,71039.0,17,5.46,0.45,0.05,1,2025-07-16,DF-100230,500230,EMP_00230,DE93001610
231,Sales,L3 - Senior,Berlin,2016-10-06,111,5,77718.0,94778.0,111838.0,92708.0,90124.0,16,0.84,0.55,-0.05,1,2025-11-08,DF-100231,500231,EMP_00231,DE93001617
232,Finance,L2 - Mid,London,2019-03-07,82,5,61765.0,75323.0,88881.0,79750.0,61765.0,16,4.29,-0.2,0.05,0,,DF-100232,500232,EMP_00232,DE93001624
233,Data & Analytics,L5 - Manager,Remote-DE,2022-03-05,46,5,121243.0,147857.0,174471.0,129127.0,154408.0,17,7.15,-0.15,-0.15,0,,DF-100233,500233,EMP_00233,DE93001631
234,Support,L2 - Mid,Berlin,2024-11-02,14,4,41612.0,50747.0,59881.0,55622.0,57224.0,13,4.88,0.7,0.05,0,,DF-100234,500234,EMP_00234,DE93001638
235,Sales,L4 - Lead,Remote-DE,2016-02-06,119,3,97583.0,119004.0,140425.0,112063.0,126491.0,18,0.98,0.55,-0.1,0,,DF-100235,500235,EMP_00235,DE93001645
236,Operations,L2 - Mid,Remote-DE,2023-06-04,31,4,47731.0,58208.0,68686.0,63959.0,55018.0,21,0.96,0.0,0.05,1,2024-11-11,DF-100236,500236,EMP_00236,DE93001652
237,People/HR,L1 - Junior,Remote-DE,2024-01-03,24,3,33603.0,40979.0,48356.0,39250.0,44382.0,9,4.18,-0.2,0.2,0,,DF-100237,500237,EMP_00237,DE93001659
238,Finance,L3 - Senior,Hamburg,2024-04-03,21,4,71174.0,86798.0,102421.0,88083.0,100248.0,22,2.85,-0.2,-0.05,0,,DF-100238,500238,EMP_00238,DE93001666
239,Data & Analytics,L2 - Mid,Lisbon,2020-01-05,72,4,52308.0,63790.0,75273.0,68882.0,63825.0,12,5.53,-0.15,0.05,0,,DF-100239,500239,EMP_00239,DE93001673
240,Customer Success,L2 - Mid,London,2018-05-07,92,3,57995.0,70725.0,83456.0,69951.0,81041.0,15,8.99,0.45,0.05,0,,DF-100240,500240,EMP_00240,DE93001680
241,Data & Analytics,L1 - Junior,Lisbon,2022-09-03,40,3,37455.0,45677.0,53899.0,43803.0,45581.0,12,5.1,-0.15,0.2,0,,DF-100241,500241,EMP_00241,DE93001687
242,Sales,L1 - Junior,Remote-DE,2023-10-04,27,3,41213.0,50260.0,59306.0,48854.0,50861.0,10,5.58,0.55,0.2,0,,DF-100242,500242,EMP_00242,DE93001694
243,Data & Analytics,L2 - Mid,Munich,2025-07-03,6,3,67545.0,82372.0,97199.0,85305.0,95373.0,13,3.76,-0.15,0.05,0,,DF-100243,500243,EMP_00243,DE93001701
244,Finance,L1 - Junior,Munich,2025-08-02,5,4,39876.0,48629.0,57383.0,53010.0,47454.0,5,4.07,-0.2,0.2,1,2025-12-14,DF-100244,500244,EMP_00244,DE93001708
245,People/HR,L3 - Senior,Remote-DE,2021-02-03,59,3,63917.0,77948.0,91979.0,73245.0,81038.0,19,2.63,-0.2,-0.05,0,,DF-100245,500245,EMP_00245,DE93001715
246,Support,L4 - Lead,Lisbon,2021-07-05,54,3,60611.0,73916.0,87221.0,73654.0,73072.0,7,3.92,0.7,-0.1,0,,DF-100246,500246,EMP_00246,DE93001722
247,Data & Analytics,L1 - Junior,Munich,2025-07-03,6,5,47708.0,58180.0,68653.0,63434.0,59211.0,2,3.46,-0.15,0.2,0,,DF-100247,500247,EMP_00247,DE93001729
248,Sales,L4 - Lead,Munich,2024-02-02,23,4,103594.0,126334.0,149074.0,141610.0,109755.0,11,2.31,0.55,-0.1,1,2025-09-09,DF-100248,500248,EMP_00248,DE93001736
249,Operations,L2 - Mid,Munich,2020-08-04,65,2,51806.0,63178.0,74550.0,55322.0,57882.0,20,1.3,0.0,0.05,0,,DF-100249,500249,EMP_00249,DE93001743
250,People/HR,L3 - Senior,Munich,2020-06-05,67,4,69158.0,84339.0,99520.0,85011.0,70574.0,17,4.86,-0.2,-0.05,1,2025-08-25,DF-100250,500250,EMP_00250,DE93001750
251,Engineering,L5 - Manager,Lisbon,2024-06-03,19,3,108099.0,131828.0,155557.0,126827.0,143643.0,24,2.34,-0.15,-0.15,0,,DF-100251,500251,EMP_00251,DE93001757
252,Finance,L3 - Senior,Remote-DE,2021-12-04,49,3,69047.0,84203.0,99360.0,99733.0,80574.0,16,2.18,-0.2,-0.05,0,,DF-100252,500252,EMP_00252,DE93001764
253,Data & Analytics,L3 - Senior,Hamburg,2023-05-05,32,4,85804.0,104639.0,123474.0,104718.0,105636.0,11,7.16,-0.15,-0.05,0,,DF-100253,500253,EMP_00253,DE93001771
254,Operations,L3 - Senior,Berlin,2021-12-04,49,3,64505.0,78665.0,92824.0,77247.0,83108.0,12,6.14,0.0,-0.05,0,,DF-100254,500254,EMP_00254,DE93001778
255,Support,L5 - Manager,Munich,2025-04-03,9,3,92635.0,112970.0,133304.0,115171.0,92635.0,6,3.36,0.7,-0.15,1,2025-08-22,DF-100255,500255,EMP_00255,DE93001785
256,Engineering,L1 - Junior,Munich,2025-05-03,8,2,52466.0,63983.0,75500.0,67759.0,68838.0,12,2.14,-0.15,0.2,0,,DF-100256,500256,EMP_00256,DE93001792
257,Product,L6 - Director,Remote-DE,2020-10-04,63,3,150677.0,183753.0,216828.0,171981.0,223443.0,8,5.19,-0.1,-0.2,0,,DF-100257,500257,EMP_00257,DE93001799
258,Operations,L1 - Junior,Lisbon,2021-12-04,49,2,29091.0,35477.0,41863.0,38199.0,34877.0,10,2.11,0.0,0.2,0,,DF-100258,500258,EMP_00258,DE93001806
259,Customer Success,L3 - Senior,Berlin,2022-10-04,39,3,66973.0,81674.0,96375.0,89498.0,93454.0,23,1.63,0.45,-0.05,0,,DF-100259,500259,EMP_00259,DE93001813
260,Support,L1 - Junior,Remote-DE,2024-12-02,13,5,30611.0,37331.0,44050.0,45326.0,34383.0,16,7.26,0.7,0.2,1,2025-11-20,DF-100260,500260,EMP_00260,DE93001820
261,Support,L2 - Mid,Hamburg,2025-10-02,3,3,42366.0,51666.0,60966.0,52089.0,42366.0,3,2.54,0.7,0.05,0,,DF-100261,500261,EMP_00261,DE93001827
262,Sales,L2 - Mid,London,2022-02-03,47,3,70024.0,85395.0,100766.0,87209.0,85378.0,11,3.54,0.55,0.05,0,,DF-100262,500262,EMP_00262,DE93001834
263,Product,L1 - Junior,Hamburg,2025-02-01,11,3,46629.0,56865.0,67100.0,54229.0,53063.0,11,2.47,-0.1,0.2,0,,DF-100263,500263,EMP_00263,DE93001841
264,Data & Analytics,L2 - Mid,Munich,2020-03-05,70,4,66334.0,80896.0,95457.0,81129.0,77561.0,6,5.29,-0.15,0.05,0,,DF-100264,500264,EMP_00264,DE93001848
265,Marketing,L4 - Lead,Remote-DE,2017-08-06,101,3,84357.0,102874.0,121391.0,114223.0,123039.0,19,1.1,0.1,-0.1,0,,DF-100265,500265,EMP_00265,DE93001855
266,Support,L3 - Senior,London,2025-03-03,10,2,67580.0,82415.0,97250.0,84012.0,89067.0,5,5.94,0.7,-0.05,0,,DF-100266,500266,EMP_00266,DE93001862
267,Finance,L3 - Senior,Hamburg,2024-07-03,18,3,69610.0,84890.0,100170.0,82506.0,97055.0,21,1.7,-0.2,-0.05,0,,DF-100267,500267,EMP_00267,DE93001869
268,People/HR,L3 - Senior,Remote-DE,2025-01-02,12,3,64270.0,78378.0,92486.0,84793.0,84114.0,10,0.0,-0.2,-0.05,0,,DF-100268,500268,EMP_00268,DE93001876
269,Support,L2 - Mid,Munich,2023-05-05,32,3,45628.0,55644.0,65660.0,50701.0,66587.0,9,4.26,0.7,0.05,0,,DF-100269,500269,EMP_00269,DE93001883
270,Operations,L3 - Senior,Remote-DE,2023-05-05,32,4,62306.0,75983.0,89659.0,75699.0,83857.0,14,4.84,0.0,-0.05,0,,DF-100270,500270,EMP_00270,DE93001890
271,Operations,L2 - Mid,Remote-DE,2018-10-06,87,3,46189.0,56328.0,66467.0,55974.0,68495.0,15,1.56,0.0,0.05,0,,DF-100271,500271,EMP_00271,DE93001897
272,Support,L1 - Junior,Munich,2018-06-06,91,3,33209.0,40499.0,47789.0,42315.0,46148.0,28,1.29,0.7,0.2,1,2024-09-29,DF-100272,500272,EMP_00272,DE93001904
273,Product,L3 - Senior,Berlin,2017-01-05,108,4,84293.0,102796.0,121300.0,107745.0,115739.0,12,3.27,-0.1,-0.05,0,,DF-100273,500273,EMP_00273,DE93001911
274,Support,L1 - Junior,Hamburg,2023-01-03,36,3,32974.0,40212.0,47451.0,39027.0,38780.0,10,2.94,0.7,0.2,1,2025-08-23,DF-100274,500274,EMP_00274,DE93001918
275,Operations,L4 - Lead,Lisbon,2022-05-05,44,5,65006.0,79276.0,93545.0,87607.0,69484.0,12,4.23,0.0,-0.1,0,,DF-100275,500275,EMP_00275,DE93001925
276,Data & Analytics,L5 - Manager,London,2022-06-04,43,3,144367.0,176058.0,207748.0,160905.0,186206.0,16,4.48,-0.15,-0.15,0,,DF-100276,500276,EMP_00276,DE93001932
277,Marketing,L3 - Senior,Berlin,2022-11-03,38,3,67021.0,81733.0,96445.0,78917.0,74402.0,16,5.25,0.1,-0.05,0,,DF-100277,500277,EMP_00277,DE93001939
278,Customer Success,L1 - Junior,Munich,2025-01-02,12,2,38552.0,47015.0,55477.0,45530.0,46656.0,9,2.86,0.45,0.2,1,2025-08-31,DF-100278,500278,EMP_00278,DE93001946
279,Marketing,L3 - Senior,London,2022-09-03,40,4,79104.0,96468.0,113832.0,96496.0,93647.0,26,1.0,0.1,-0.05,0,,DF-100279,500279,EMP_00279,DE93001953
280,Support,L3 - Senior,Remote-DE,2025-07-03,6,3,56824.0,69297.0,81771.0,69254.0,63310.0,12,3.27,0.7,-0.05,1,2025-12-11,DF-100280,500280,EMP_00280,DE93001960
281,Engineering,L1 - Junior,Lisbon,2022-12-04,37,2,40941.0,49927.0,58914.0,46763.0,44081.0,21,1.15,-0.15,0.2,1,2025-05-25,DF-100281,500281,EMP_00281,DE93001967
282,Product,L1 - Junior,Remote-DE,2021-11-03,50,3,46547.0,56765.0,66983.0,64765.0,53009.0,10,5.76,-0.1,0.2,0,,DF-100282,500282,EMP_00282,DE93001974
283,Engineering,L2 - Mid,Lisbon,2022-10-04,39,2,55619.0,67828.0,80037.0,63968.0,58985.0,23,2.3,-0.15,0.05,1,2025-01-24,DF-100283,500283,EMP_00283,DE93001981
